year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
1988,tv movie,5.7,1130.0,91.0,Adventure, Drama,United Kingdom, Italy,English,None,Emma Samms, Oliver Reed,John Hough,None,Laurie Johnson,None,Barbara Cartland, Terence Feely
2002,video movie,3.0,157.0,117.0,Action, Horror,United States,None,English,None,Jamie Bell, George Stover,Joe Ripple,None,Unknown,None,Don Dohler, Joe Ripple
2003,movie,6.4,322.0,96.82821118991332,Comedy, Romance,India,None,Hindi,None,Tanuja, Milind Soman,Parvati Balagopalan,None,Vanraj Bhatia, Sandesh Shandilya,Urmi Juvekar, Ajitabh Menon
2003,movie,8.2,551.0,24.0,Documentary, Music,United States,None,English,None,Ginger Baker, Jim Camacho,Mark Moormann,None,Unknown,None,Unknown,None
2002,video movie,8.3,158.0,134.0,Documentary, Music,United States,None,English,None,Eric Clapton, Nathan East,Brian Lockwood, Danny OBryen,Unknown,None,Unknown,None
1990,tv movie,5.8,2301.0,90.0,Action, Adventure,United States,None,English,None,Bill Bixby, Lou Ferrigno,Bill Bixby,None,Lance Rubin,None,Gerald Di Pego,None
1980,movie,6.9,30382.0,105.0,Comedy,None,United States,None,English, French,Jane Fonda, Lily Tomlin,Colin Higgins,None,Charles Fox,None,Patricia Resnick, Colin Higgins
1959,tv series,9.0,75772.0,114.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
2005,video movie,6.4,22.0,136.0,Animation,None,United States,None,English,None,Unknown,None,Keith Alcorn, Josh Prikryl,Mark Menza,None,Nick Gibbons,None
1996,movie,6.4,82.0,92.0,Documentary, Short,United States,None,English,None,Ralph Chelli, Lydia Hearst,Bruce Neibaur,None,Sam Cardon,None,Bruce Neibaur,None
2004,video movie,8.7,318.0,112.0,Documentary, Music,United States,None,English,None,Tom Araya, Dave Lombardo,Dean Karr,None,Unknown,None,Unknown,None
2004,movie,5.9,141653.0,86.0,Horror, Mystery,United States, Japan,English, Japanese,Sarah Michelle Gellar, Jason Behr,Takashi Shimizu,None,Christopher Young,None,Stephen Susco, Takashi Shimizu
1992,movie,6.5,31.0,92.0,Drama,None,India,None,Hindi,None,Salim Amrohi, Irrfan Khan,Gopi Desai,None,Ila Arun,None,Unknown,None
1999,movie,5.9,90518.0,78.0,Comedy, Romance,United States,None,English,None,Freddie Prinze Jr., Rachael Leigh Cook,Robert Iscove,None,Stewart Copeland,None,R. Lee Fleming Jr.,None
1996,video movie,8.9,692.0,90.0,Music,None,United Kingdom,None,English,None,Oasis, Liam Gallagher,Dick Carruthers, Mark Szaszy,Unknown,None,Unknown,None
2000,video movie,7.8,1080.0,97.0,Documentary, Music,United Kingdom,None,English,None,Terry Chimes, Terence Dackombe,Don Letts,None,Unknown,None,Unknown,None
2003,movie,5.3,1272.0,85.0,Action, Crime,Japan, Thailand,English, Thai,Jonathan Rhys Meyers, Saskia Reeves,Oxide Chun Pang,None,James Iha,None,Oxide Chun Pang, Patrick Neate
1996,movie,5.8,265.0,89.0,Drama, Action,Hong Kong,None,Cantonese, English,Michael Wong, Gigi Leung,Gordon Chan,None,Kwong Wing Chan,None,Hing-Ka Chan, Gordon Chan
1999,episode,6.8,31.0,86.0,Documentary, Biography,Unknown,None,Unknown,None,Richard Thomas,None,Lexy Lovell, Michael Uys,Jay Sherman-Godfrey,None,Lexy Lovell, Michael Uys
2003,episode,6.5,2054.0,96.08333333333333,Adventure, Comedy,United Kingdom, United States,English,None,Julie Andrews, Jeffrey Tambor,Kevin Lima,None,Bruce Broughton,None,Kay Thompson, Hilary Knight
1992,movie,5.2,442.0,91.0,Drama, Horror,United States,None,English,None,Scott Valentine, Charlie Spradling,Adam Friedman,None,Nigel Holton,None,Patricia Harrington,None
2003,video movie,8.6,1917.0,108.0,Documentary, Music,United Kingdom, United States,English,None,Joe Brown, Eric Clapton,David Leland,None,Unknown,None,Unknown,None
2000,video movie,8.2,149.0,63.0,Documentary, Music,Australia,None,English,None,Darren Hayes, Daniel Jones,Mark Adamson, Pip Mattiske,Darren Hayes, Daniel Jones,Unknown,None
1977,tv series,8.0,1638.0,88.0,Animation, Action,Japan,None,English, French,Yasuo Yamada, Kiyoshi Kobayashi,Unknown,None,Unknown,None,Monkey Punch, Yutaka Kaneko
1989,tv mini series,8.7,21487.0,101.0,Adventure, Drama,United States,None,English,None,Robert Duvall, Tommy Lee Jones,Unknown,None,Unknown,None,Larry McMurtry, William D. Wittliff
1999,tv movie,6.7,1038.0,30.0,Drama,None,United States,None,English,None,Don Cheadle, Cicely Tyson,Joseph Sargent,None,Ernest Troost,None,Ernest J. Gaines, Ann Peacock
1999,video movie,4.6,105.0,160.0,Documentary, Music,United States,None,English,None,Nick Carter, Howie Dorough,Unknown,None,Unknown,None,Unknown,None
2002,episode,7.6,284.0,158.0,Crime, Drama,United Kingdom,None,English,None,Robson Green, Hermione Norris,Andrew Grieve,None,The Insects,None,Patrick Harbinson, Val McDermid
1999,movie,4.1,657.0,118.0,Action, Thriller,United States,None,English,None,Thomas Ian Griffith, Caroleen Feeney,Steve Kroschel,None,Alex Wilkinson,None,Lars Guignard, Steve Kroschel
1994,tv movie,5.0,1818.0,104.0,Family, Western,United States,None,English,None,Mary-Kate Olsen, Ashley Olsen,Stuart Margolin,None,Richard Bellis,None,Jurgen Wolff,None
1990,movie,6.9,328.0,87.0,Documentary, Biography,United States,None,English,None,John Warhola, Viva,Chuck Workman,None,Unknown,None,Chuck Workman,None
2004,tv series,7.8,7048.0,106.0,Crime, Drama,United Kingdom, United States,English,None,Geraldine McEwan, Julia McKenzie,Unknown,None,Unknown,None,Patrick Barlow, Agatha Christie
2004,movie,7.5,6184.0,90.0,Documentary,None,United States,None,English,None,Douglas Cheek, Bob McChesney,Robert Greenwald,None,Nicholas OToole,None,Unknown,None
2005,episode,3.3,21.0,120.0,Animation, Adventure,Unknown,None,Unknown,None,Hans Alpizar Jr., Dee Bradley Baker,Unknown,None,Unknown,None,Unknown,None
1988,tv series,7.7,632.0,117.0,Animation, Short,Japan,None,Japanese, English,Toshio Furukawa, Daisuke Gôri,Unknown,None,Unknown,None,Kazunori Itô, Masami Yûki
2001,movie,5.8,2370.0,91.0,Comedy, Romance,India,None,Hindi,None,Sanjay Dutt, Govinda,David Dhawan,None,Anand Raj Anand, Anjan Biswas,Rumi Jaffery, Imtiaz Patel
2005,tv movie,4.9,1117.0,90.0,Comedy, Romance,United States,None,English,None,Shannon Elizabeth, Eddie McClintock,Douglas Barr,None,Eric Allaman,None,Edward Kitsis, Adam Horowitz
1957,tv series,7.6,953.0,112.0,Comedy, Family,United States,None,English,None,Walter Brennan, Richard Crenna,Unknown,None,Unknown,None,Irving Pincus, Irving Pincus
2003,movie,7.4,2187.0,114.0,Adventure, Drama,Australia, Bhutan,Dzongkha,None,Tshewang Dendup, Gup Kado Duba,Khyentse Norbu,None,Dechen Dorjee, Donam Dorji,Khyentse Norbu,None
2003,movie,5.8,406.0,24.0,Drama, Romance,Italy,None,Italian, English,Luigi Diberti, Francesca dAloja,Marco Filiberti,None,Unknown,None,Marco Filiberti,None
2003,movie,5.6,1136.0,118.0,Adventure, Family,United States,None,English,None,Richard Romanus, Biana Tamimi,Simon Wincer,None,William Ross,None,Walter Farley, Steven Farley
1973,movie,7.9,41688.0,109.0,Comedy, Drama,Italy, France,Italian, Greek,Pupella Maggio, Armando Brancia,Federico Fellini,None,Nino Rota,None,Federico Fellini, Tonino Guerra
1991,movie,5.9,4056.0,56.0,Action, Crime,United States,None,English,None,Michael Keaton, Rene Russo,Heywood Gould,None,David Foster, William Ross,Heywood Gould,None
2004,movie,6.2,918.0,85.0,Comedy, Romance,Russia,None,Russian, English,Damir Badmaev, Lyubov Tolkalina,Olga Stolpovskaja, Dmitriy Troitskiy,Richardas Norvila,None,Olga Stolpovskaja, Alisa Tanskaya
1995,tv series,6.6,646.0,30.0,Animation, Adventure,United States,None,English,None,Robert Guillaume, Liz Torres,Unknown,None,Unknown,None,Doug Molitor, Doug Molitor
1998,movie,6.1,2054.0,132.0,Romance, Drama,France, Portugal,French,None,Charles Berling, Sophie Guillemin,Cédric Kahn,None,Unknown,None,Cédric Kahn, Laurence Ferreira Barbosa
2002,tv movie,8.8,52.0,83.0,Documentary,None,United States,None,English,None,Lindsey Genereaux, Llou Johnson,Alex Braverman,None,Brendan Canty,None,Unknown,None
1991,movie,7.4,2723.0,44.0,Drama, Musical,India,None,Hindi,None,Anil Kapoor, Sridevi,Yash Chopra,None,Hariprasad Chaurasia, Shiv Kumar Sharma,Honey Irani, Honey Irani
2005,episode,6.8,34.0,96.08333333333333,Adventure, Comedy,Iceland,None,English,None,Magnús Scheving, Stefán Karl Stefánsson,Magnús Scheving,None,Unknown,None,Magnús Scheving, Noah Zachary
2000,tv movie,8.4,60.0,116.0,Documentary,None,United Kingdom, United States,English,None,Will Lyman, Tony Bradford,Nick Read,None,Unknown,None,Phil Craig,None
2005,video movie,4.2,10432.0,24.0,Horror,None,United States,None,English,None,Stelian Urian, Katheryn Winnick,Rick Bota,None,Lars Anderson,None,Clive Barker, Joel Soisson
1988,tv movie,5.8,3119.0,96.35934959349593,Action, Adventure,United States,None,English,None,Bill Bixby, Lou Ferrigno,Nicholas Corea, Bill Bixby,Lance Rubin,None,Stan Lee, Nicholas Corea
1996,movie,8.1,655567.0,92.0,Drama,None,United Kingdom,None,English,None,Ewan McGregor, Ewen Bremner,Danny Boyle,None,Unknown,None,Irvine Welsh, John Hodge
1995,movie,7.2,528.0,44.0,Drama, Romance,United States,None,English,None,Al Freeman Jr., Phylicia Rashad,Tim Reid,None,Paul Buckmaster, Lionel Cole,Clifton L. Taulbert, Paul W. Cooper
1992,movie,8.0,5510.0,47.0,Comedy, Drama,Federal Republic of Yugoslavia,None,Serbian,None,Dimitrije Vojnov, Lazar Ristovski,Goran Markovic,None,Zoran Simjanovic,None,Goran Markovic,None
1998,tv movie,7.4,1700.0,91.0,Documentary,None,United States,None,English,None,Roddy McDowall, Mort Abrahams,Kevin Burns, David Comtois,Unknown,None,Brian Anthony, David Comtois
2003,movie,7.3,9279.0,240.0,Drama,None,Iceland, Germany,Icelandic, French,Tómas Lemarquis, Þröstur Leó Gunnarsson,Dagur Kári,None,Orri Jonsson, Dagur Kári,Dagur Kári,None
2002,movie,6.5,936.0,85.0,Documentary,None,United States,None,English, French,Jacques Derrida, Marguerite Derrida,Kirby Dick, Amy Ziering,Ryuichi Sakamoto,None,Unknown,None
2004,tv mini series,5.7,6110.0,50.0,Fantasy, Drama,United States, Canada,English,None,Shawn Ashmore, Kristin Kreuk,Unknown,None,Unknown,None,Ursula K. Le Guin, Ursula K. Le Guin
2003,movie,6.2,1690.0,92.0,Drama, Romance,France, Canada,French,None,Nicole Garcia, Bernard Giraudeau,Claude Miller,None,Unknown,None,Julien Boivent, Anton Chekhov
1958,movie,7.1,3368.0,94.0,Comedy,None,United Kingdom,None,English, French,Alec Guinness, Kay Walsh,Ronald Neame,None,Kenneth V. Jones,None,Joyce Cary, Alec Guinness
1990,movie,7.1,347102.0,86.0,Action, Thriller,United States,None,English, Spanish,Bruce Willis, Bonnie Bedelia,Renny Harlin,None,Michael Kamen,None,Steven E. de Souza, Doug Richardson
2002,video movie,8.3,6126.0,85.0,Comedy, Documentary,United States,None,English,None,Kevin Smith, Jason Mewes,J.M. Kenny,None,Pete Hasty, Jeffrey Hepker,Unknown,None
2002,movie,8.1,23139.0,119.0,Drama, History,Japan,None,Japanese,None,Hiroyuki Sanada, Rie Miyazawa,Yôji Yamada,None,Isao Tomita,None,Shûhei Fujisawa, Yôji Yamada
1994,tv movie,6.6,171.0,86.0,Drama, History,Canada,None,English,None,Falconer Abraham, Dwight Bacquie,Don McBrearty,None,Christopher Dedrick,None,Diana Braithwaite, Peter Mohan
2001,movie,7.1,5018.0,87.0,Drama, Romance,Taiwan, France,English, Japanese,Shu Qi, Jack Kao,Hsiao-Hsien Hou,None,Yoshihiro Hanno, Kai-yu Huang,Tien-wen Chu,None
1970,movie,7.5,992.0,107.0,Drama, Horror,United States,None,English,None,Vincent Price,None,Kenneth Johnson,None,Les Baxter,None,Edgar Allan Poe, David Welch
1979,movie,7.9,6856.0,96.82821118991332,Comedy, Drama,Poland,None,Polish,None,Jerzy Stuhr, Malgorzata Zabkowska,Krzysztof Kieslowski,None,Krzysztof Knittel,None,Krzysztof Kieslowski, Krzysztof Kieslowski
2004,video movie,6.3,83.0,90.0,Short,None,Argentina, United States,English,None,Jim J. Bullock, Thom Cagle,S. Leo Chiang, Maryam Karimi,Unknown,None,Unknown,None
1999,video movie,5.8,107.0,115.0,Family, Music,United States,None,English,None,Bob West, David Joyner,Fred Holmes, Alexander Laughton,Unknown,None,Mark S. Bernthal, Mark S. Bernthal
1970,movie,8.0,23993.0,96.82821118991332,Crime, Drama,France, Italy,French,None,Alain Delon, Bourvil,Jean-Pierre Melville,None,Éric Demarsan,None,Jean-Pierre Melville,None
2003,tv mini series,7.3,498.0,30.0,Crime, Drama,United Kingdom,None,English,None,Jesse Spencer, Alan Howard,Unknown,None,Unknown,None,P.D. James, Robert Jones
1980,movie,7.3,248.0,90.0,Documentary, Music,United States,None,English,None,Sun Ra,None,Robert Mugge,None,Unknown,None,Unknown,None
1930,movie,7.3,13427.0,50.0,Comedy, Drama,France,None,French,None,Gaston Modot, Lya Lys,Luis Buñuel,None,Luis Buñuel, Georges Van Parys,Luis Buñuel, Salvador Dalí
2003,movie,5.6,13243.0,51.0,Comedy, Romance,United States,None,English, French,Luke Wilson, Derek Barbosa,Rob Reiner,None,Marc Shaiman,None,Jeremy Leven,None
1994,movie,6.8,6628.0,96.82821118991332,Biography, Drama,France, Italy,French, Italian,Stefano Dionisi, Enrico Lo Verso,Gérard Corbiau,None,Unknown,None,Andrée Corbiau, Gérard Corbiau
1999,movie,5.6,335.0,122.0,Animation, Crime,Japan,None,Japanese,None,Katsunori Takahashi, Genta Dairaku,Takashi Miike,None,Unknown,None,Naoko Harada, Hiroshi Motomiya
2004,movie,5.2,488.0,101.0,Action, Fantasy,Japan,None,Japanese,None,Ryûji Harada, Miki Tanaka,Tomoo Haraguchi,None,Kenji Kawai,None,Mugi Kamio,None
1933,movie,8.0,12054.0,96.82821118991332,Crime, Mystery,Germany, France,German, French,Rudolf Klein-Rogge, Thomy Bourdelle,Fritz Lang,None,Hans Erdmann, Walter Sieber,Norbert Jacques, Fritz Lang
1959,movie,7.9,8834.0,25.0,Comedy, Drama,Japan,None,Japanese, English,Keiji Sada, Yoshiko Kuga,Yasujirô Ozu,None,Toshirô Mayuzumi,None,Kôgo Noda, Yasujirô Ozu
1991,tv movie,5.0,240.0,98.0,Mystery, Action,United States,None,English,None,Tony Danza, Ted Levine,Peter Markle,None,Mark Snow,None,Eric Pooley, Dick Beebe
1988,movie,6.2,179.0,51.0,Comedy, Romance,Hong Kong,None,Cantonese, Hakka,Chow Yun-Fat, Anita Mui,Clarence Fok,None,Wing-leung Chan,None,Johnny Mak, Stephen Shiu
1988,movie,6.6,366.0,105.0,Animation, Short,United States,None,English, None,Unknown,None,Bill Plympton,None,Unknown,None,Bill Plympton, P.C. Vey
1959,tv series,9.0,75772.0,92.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
1998,movie,6.2,233.0,84.0,Drama,None,India,None,Hindi,None,Nana Patekar, Jackie Shroff,Partho Ghosh,None,Amar Haldipur, Rajesh Roshan,Pradeep Ghatak, Hriday Lani
2004,movie,6.1,45395.0,60.0,Comedy, Drama,United States,None,English,None,Richard Gere, Jennifer Lopez,Peter Chelsom,None,John Altman, Gabriel Yared,Masayuki Suô, Audrey Wells
1994,movie,5.9,10530.0,90.0,Comedy, Drama,Australia, United Kingdom,English,None,Hugh Grant, Tara Fitzgerald,John Duigan,None,Rachel Portman,None,John Duigan,None
1967,movie,6.6,3080.0,201.0,Animation, Comedy,United States,None,English,None,Boris Karloff, Allen Swift,Jules Bass,None,Maury Laws,None,Len Korobkin, Harvey Kurtzman
1982,movie,7.7,209.0,108.0,Documentary, Music,France,None,English, French,Fela Kuti, Martin Luther King,Jean-Jacques Flori, Stéphane Tchalgadjieff,Unknown,None,Unknown,None
1999,movie,8.2,48.0,76.0,Documentary,None,United States,None,Unknown,None,Supinder Bedi, Narinder Samra,Giuseppe Asaro,None,Unknown,None,Unknown,None
1995,movie,5.7,53.0,60.0,Unknown,None,Taiwan,None,Mandarin, Cantonese,Cynthia Khan, Sai-Tang Chan,Chun-Liang Chen, Chung-Yu Huang,Unknown,None,Dung Hoh,None
1979,tv series,6.7,143.0,30.0,Drama,None,United Kingdom,None,English,None,Pauline Collins, John Alderton,Unknown,None,Unknown,None,Charlotte Bingham, Terence Brady
1998,movie,7.1,3467.0,92.0,Comedy, Drama,Russia,None,Russian,None,Sergey Makovetskiy, Dinara Drukarova,Aleksey Balabanov,None,Unknown,None,Aleksey Balabanov,None
1999,movie,5.1,104.0,71.0,Action, Fantasy,Japan,None,Japanese, English,Hiroyuki Watanabe, Tomorô Taguchi,Kazumasa Shirai,None,Unknown,None,Fûtarô Yamada,None
2000,movie,6.7,1209.0,113.0,Drama, Romance,France, Switzerland,French, English,Emmanuelle Béart, Charles Berling,Olivier Assayas,None,Unknown,None,Jacques Chardonne, Olivier Assayas
2003,movie,6.9,203.0,30.0,Short,None,United States,None,English,None,Timothy Speed Levitch,None,Richard Linklater,None,The Golden Arm Trio,None,Unknown,None
1993,movie,5.5,4219.0,157.0,Comedy, Crime,United Kingdom,None,English,None,Eric Idle, Rick Moranis,Robert Young,None,Michael Kamen,None,Eric Idle,None
1998,tv movie,6.0,955.0,101.0,Crime, Drama,United States,None,English,None,Kyle MacLachlan, Peter Coyote,David Mackay,None,Don Davis,None,Brendan Broderick, Rob Kerchner
1961,movie,7.3,1500.0,105.0,Drama, Family,United States,None,English,None,Donald Crisp, Laurence Naismith,Don Chaffey,None,Francis Chagrin,None,Robert Westerby, Eleanor Atkinson
1990,movie,6.7,515.0,97.0,Action, Drama,Japan,None,Japanese,None,Yoshio Harada, Kanako Higuchi,Kazuo Kuroki, Masahiro Makino,Teizô Matsumura,None,Itarô Yamagami, Kazuo Kasahara
1998,video movie,2.8,421.0,84.0,Horror,None,United States,None,English,None,John Savage, Starr Andreeff,Andy Ruben,None,Michael Elliott,None,Andy Ruben,None
1998,episode,5.1,7.0,130.0,Documentary, History,Unknown,None,Unknown,None,David Ackroyd, Malcolm Barber,Unknown,None,Unknown,None,Unknown,None
1978,tv series,7.8,1107.0,70.0,Animation, Action,Japan,None,Japanese,None,Makio Inoue, Akira Kamiya,Unknown,None,Unknown,None,Leiji Matsumoto, Haruya Yamazaki
1943,movie,7.5,5177.0,25.0,Drama, Film-Noir,United States,None,English, German,Brian Donlevy, Walter Brennan,Fritz Lang,None,Hanns Eisler,None,Bertolt Brecht, Fritz Lang
1999,movie,6.9,492.0,30.0,Action, Drama,Hong Kong,None,Cantonese, Portuguese,Ching Wan Lau, Ruby Wong,Johnnie To,None,Cacine Wong,None,Ka-Fai Wai, Nai-Hoi Yau
2000,movie,7.4,781.0,28.0,Documentary, Music,Spain, France,French, Spanish,Arturo OFarrill, Rolando Guerrero,Fernando Trueba,None,Graeme Revell,None,Fernando Trueba,None
2002,tv movie,6.3,277.0,60.0,Drama,None,United States,None,English,None,Laura Dern, James Le Gros,Harry Winer,None,Bruce Broughton,None,Ilene Chaiken,None
1984,tv movie,8.2,2811.0,90.0,Documentary, Biography,United Kingdom,None,English, Latin,Bruce Balden, Jacqueline Bassett,Michael Apted,None,Unknown,None,Unknown,None
1986,tv series,8.0,4391.0,82.0,Family, Comedy,Unknown,None,Unknown,None,Ric Heitzman, George McGrath,Unknown,None,Unknown,None,Paul Reubens, Paul Reubens
2002,video movie,3.0,1148.0,60.0,Horror, Comedy,United States,None,English,None,Beverly Lynne, Lizzy Borden,Joe Castro,None,J.M. Logan,None,Rudy Balli, Rudy Balli
2000,video movie,6.3,87.0,95.0,Animation, Sci-Fi,Japan,None,Japanese,None,Yôsuke Akimoto, James Carter Cathcart,Kazuyoshi Yokota,None,Masamichi Amano,None,Mugi Kamio, Leiji Matsumoto
2005,tv movie,3.6,1848.0,98.0,Sci-Fi, Horror,United States,None,English,None,Corin Nemec, Musetta Vander,Tibor Takács,None,Joseph Conlan, Sophia Morizet,Kenneth M. Badish, Ray Cannella
2001,video movie,8.2,9.0,33.0,Documentary, Biography,United States,None,English,None,Mandy Moore, David McPherson,Jim Gable,None,Unknown,None,Unknown,None
1981,movie,7.1,10172.0,26.0,Romance, Thriller,United Kingdom,None,English, German,Donald Sutherland, Stephen MacKenna,Richard Marquand,None,Miklós Rózsa,None,Ken Follett, Stanley Mann
1998,tv mini series,8.9,2861.0,115.0,Documentary,None,United Kingdom,None,English,None,David Attenborough,None,Unknown,None,Unknown,None,David Attenborough,None
1986,movie,6.6,293.0,102.0,Action, Animation,Japan,None,Japanese,None,Maria Kawamura, Naoko Matsui,Katsuhito Akiyama,None,Ichizo Seo,None,Hideki Kakinuma, Sukehiro Tomita
